,0,1,2
6916,Falcons,Seahawks,2009
6917,Patriots,Broncos,2009
6918,Colts,Eagles,2021
6919,Eagles,Titans,2022
6920,Ravens,Chiefs,2011
6921,Chiefs,Chargers,2012
6922,Steelers,Jets,2019
6923,Chiefs,Jets,2020
6924,Jets,Chiefs,2020
6925,Jets,Buccaneers,2021
6926,Buccaneers,Ravens,2021
6927,Buccaneers,Patriots,2013
6928,Patriots,Steelers,2014
6929,Steelers,Patriots,2015
6930,Patriots,Eagles,2017
6931,Eagles,Lions,2018
6932,Buccaneers,Cowboys,2012
6933,Cowboys,Jets,2014
6934,Eagles,Bills,2015
6935,Bills,Chiefs,2019
6936,Chiefs,Buccaneers,2020
6937,Titans,Bengals,2020
6938,Cardinals,Lions,2005
6939,Lions,Titans,2006
6940,Panthers,Jaguars,2003
6941,Jaguars,Chargers,2004
6942,Bills,Ravens,2011
6943,Patriots,Vikings,2001
6944,Vikings,Eagles,2002
6945,Bills,Raiders,2015
6946,Raiders,Bills,2019
6947,Bills,Falcons,2021
6948,Browns,Dolphins,2006
6949,49ers,Panthers,2000
6950,Panthers,Broncos,2001
6951,Chargers,Panthers,2011
6952,Panthers,Dolphins,2012
6953,Rams,Jaguars,2010
6954,Jaguars,Jets,2013
6955,Jets,Bills,2016
6956,Bills,49ers,2017
6957,Browns,Lions,2008
6958,Lions,Patriots,2009
6959,Falcons,Commanders,2007
6960,Commanders,Saints,2008
6961,Cowboys,Vikings,2000
6962,Commanders,Bengals,2007
6963,Broncos,Commanders,2003
6964,Commanders,Bears,2005
6965,Bears,Commanders,2005
6966,Commanders,Browns,2006
6967,Bills,Colts,2000
6968,Broncos,Chiefs,2006
6969,Chiefs,Rams,2007
6970,Jaguars,Browns,2000
6971,Browns,Steelers,2001
6972,Packers,Colts,2018
6973,Colts,Lions,2018
6974,Raiders,Lions,2001
6975,Lions,Vikings,2003
6976,Vikings,Seahawks,2005
6977,Bills,Eagles,2016
6978,Bengals,Giants,2016
6979,Giants,49ers,2017
6980,49ers,Raiders,2018
6981,Bears,Cardinals,2004
6982,Cardinals,Bears,2005
6983,Bears,Bills,2007
6984,Jets,Bears,2001
6985,Bears,Chargers,2003
6986,Cowboys,Broncos,2001
6987,Browns,49ers,2014
6988,49ers,Giants,2015
6989,Giants,Cowboys,2016
6990,Raiders,Dolphins,2016
6991,Jets,Seahawks,2010
6992,Seahawks,Patriots,2013
6993,Patriots,Titans,2013
6994,Browns,Cowboys,2010
6995,Cowboys,Chiefs,2012
6996,Cardinals,Cowboys,2007
6997,Cowboys,49ers,2012
6998,Bears,Rams,2020
6999,Rams,Bills,2023
7000,Jaguars,Buccaneers,2020
7001,Commanders,Bills,2015
7002,Falcons,Patriots,2015
7003,Bills,Falcons,2015
7004,Buccaneers,Patriots,2015
7005,Patriots,Panthers,2016
7006,Panthers,Bills,2017
7007,Bills,Cardinals,2018
7008,Patriots,Jets,2003
7009,Jets,Lions,2003
7010,Cardinals,Chiefs,2009
7011,Chiefs,Steelers,2012
7012,Seahawks,Eagles,2009
7013,Giants,Jets,2019
7014,Jets,Giants,2019
7015,Jets,Giants,2020
7016,Chargers,Cowboys,2003
7017,Broncos,Bills,2016
7018,Bills,Jaguars,2017
7019,Titans,Lions,2013
7020,Browns,Dolphins,2000
7021,Falcons,Broncos,2000
7022,Raiders,Dolphins,2022
7023,Dolphins,Raiders,2022
7024,Raiders,Dolphins,2023
7025,Panthers,Cardinals,2005
7026,Cardinals,Dolphins,2005
7027,Vikings,Packers,2014
7028,Bengals,Commanders,2009
7029,Bills,Steelers,2022
7030,Falcons,Lions,2018
7031,Lions,49ers,2019
7032,49ers,Giants,2020
7033,Steelers,Seahawks,2001
7034,Seahawks,Eagles,2002
7035,Chargers,Chiefs,2000
7036,Vikings,Giants,2005
7037,Browns,Texans,2005
7038,Texans,Falcons,2007
7039,Falcons,Patriots,2008
7040,Jets,Patriots,2012
7041,Dolphins,Jets,2012
7042,Saints,Patriots,2022
7043,Patriots,Broncos,2023
7044,Dolphins,Seahawks,2020
7045,Giants,Vikings,2014
7046,Vikings,Chargers,2020
7047,Chargers,Eagles,2022
7048,Ravens,Broncos,2002
7049,Broncos,Commanders,2003
7050,Commanders,Chiefs,2004
7051,Chiefs,Texans,2006
7052,Rams,Colts,2000
7053,Colts,Rams,2000
7054,Rams,Colts,2001
7055,Colts,Jaguars,2003
7056,Dolphins,Bills,2011
7057,Cowboys,Panthers,2021
7058,Eagles,Jets,2009
7059,Jets,Vikings,2010
7060,Vikings,Raiders,2011
7061,Commanders,Chargers,2001
7062,Chargers,Dolphins,2002
7063,Patriots,Buccaneers,2014
7064,Commanders,Bears,2016
7065,Bears,49ers,2017
7066,49ers,Falcons,2018
7067,Patriots,Titans,2017
7068,Titans,Giants,2020
7069,Giants,Buccaneers,2022
7070,Cardinals,Bills,2017
7071,Bills,Lions,2019
7072,Lions,Commanders,2020
7073,Titans,Falcons,2022
7074,Browns,Giants,2000
7075,Giants,Buccaneers,2002
7076,Rams,Bills,2002
7077,Bills,Commanders,2007
7078,Patriots,Broncos,2009
7079,Texans,Titans,2022
7080,Titans,Saints,2023
7081,Commanders,Cardinals,2013
7082,Cardinals,Raiders,2015
7083,Raiders,Bills,2016
7084,Dolphins,Eagles,2008
7085,Eagles,Vikings,2010
7086,Dolphins,Vikings,2002
7087,Vikings,Raiders,2003
7088,Raiders,Giants,2004
7089,Giants,Falcons,2022
7090,Cardinals,Dolphins,2005
7091,Broncos,Panthers,2018
7092,Titans,Bengals,2001
7093,Bengals,Chargers,2003
7094,Chargers,Ravens,2008
7095,Packers,Bears,2000
7096,Lions,Dolphins,2014
7097,Browns,Panthers,2009
7098,Panthers,Patriots,2010
7099,Raiders,Panthers,2012
7100,Panthers,Giants,2013
7101,Giants,Buccaneers,2014
7102,Buccaneers,49ers,2017
7103,Raiders,Seahawks,2009
7104,Chargers,Broncos,2013
7105,Cowboys,Bears,2007
7106,Bears,Dolphins,2008
7107,Dolphins,Patriots,2011
7108,Patriots,Falcons,2012
7109,Packers,Bears,2022
7110,Jaguars,Ravens,2017
7111,Ravens,Commanders,2018
7112,Cowboys,Titans,2023
7113,Jaguars,Seahawks,2017
7114,Jets,Colts,2007
7115,Colts,Raiders,2008
7116,Browns,Buccaneers,2007
7117,Buccaneers,Jaguars,2009
7118,Jaguars,Falcons,2012
7119,Falcons,Saints,2013
7120,Giants,Buccaneers,2007
7121,Buccaneers,Titans,2017
7122,Titans,Falcons,2019
7123,Falcons,Vikings,2021
7124,Seahawks,Lions,2018
7125,Lions,Seahawks,2019
7126,Seahawks,Ravens,2020
7127,Ravens,Seahawks,2020
7128,Eagles,Panthers,2001
7129,Lions,Broncos,2004
7130,Giants,Chiefs,2002
7131,Dolphins,Patriots,2022
7132,Patriots,Saints,2023
7133,Buccaneers,Browns,2020
7134,Browns,Texans,2022
7135,Ravens,Panthers,2006
7136,Panthers,Commanders,2010
7137,Commanders,Ravens,2012
7138,Broncos,Chargers,2001
7139,Commanders,Vikings,2017
7140,Eagles,Dolphins,2019
7141,Dolphins,Eagles,2019
7142,Eagles,Dolphins,2020
7143,Dolphins,Raiders,2022
7144,Raiders,Falcons,2023
7145,Browns,Patriots,2022
7146,Vikings,Bengals,2020
7147,Bengals,Vikings,2021
7148,Vikings,Cowboys,2022
7149,Panthers,Cowboys,2012
7150,Bengals,Vikings,2008
7151,Vikings,49ers,2011
7152,49ers,Commanders,2012
7153,Giants,Rams,2007
7154,Rams,Giants,2007
7155,Rams,Giants,2008
7156,Giants,Panthers,2021
7157,Browns,Raiders,2002
7158,Bears,Buccaneers,2014
7159,Rams,Dolphins,2021
7160,Dolphins,Rams,2022
7161,Patriots,Titans,2018
7162,Saints,Eagles,2014
7163,Eagles,Saints,2020
7164,Steelers,Jets,2000
7165,Jets,Steelers,2000
7166,Texans,Titans,2010
7167,Seahawks,Raiders,2015
7168,Raiders,49ers,2018
7169,49ers,Cowboys,2019
7170,Cowboys,Jaguars,2019
7171,Jaguars,Browns,2020
7172,Patriots,Saints,2019
7173,Saints,Jaguars,2021
7174,Cowboys,Raiders,2020
7175,Raiders,Texans,2021
7176,Colts,Cowboys,2021
7177,Broncos,Jaguars,2016
7178,Jaguars,Eagles,2019
7179,Eagles,Browns,2021
7180,Bengals,Browns,2019
7181,Browns,Chargers,2020
7182,Chargers,Colts,2021
7183,Broncos,Steelers,2022
7184,Seahawks,Cowboys,2020
7185,Cowboys,49ers,2022
7186,Falcons,Seahawks,2016
7187,Bills,Cowboys,2012
7188,Cowboys,Bills,2012
7189,49ers,Bengals,2011
7190,Bengals,Bills,2013
7191,Bills,Seahawks,2010
7192,Seahawks,Bills,2010
7193,Chargers,Saints,2017
7194,Saints,Bears,2020
7195,Lions,Broncos,2011
7196,Broncos,Lions,2015
7197,Dolphins,Giants,2007
7198,Browns,Bills,2014
7199,Bills,Vikings,2014
7200,Vikings,Bills,2015
7201,Bills,Dolphins,2016
7202,Bears,Cowboys,2005
7203,Cowboys,Dolphins,2011
7204,Browns,Patriots,2001
7205,Patriots,Jaguars,2003
7206,Jaguars,Bears,2005
7207,Titans,Bears,2014
7208,Bears,Titans,2016
7209,Bengals,Patriots,2000
7210,Jaguars,Packers,2018
7211,Packers,Bears,2023
7212,Jaguars,Commanders,2015
7213,Raiders,Seahawks,2016
7214,Bills,Jaguars,2017
7215,49ers,Jets,2022
7216,Giants,Texans,2005
7217,Texans,Patriots,2007
7218,Bills,Chargers,2001
7219,Chargers,Cowboys,2004
7220,Cowboys,Jaguars,2005
7221,Bengals,Commanders,2001
7222,Buccaneers,Steelers,2002
7223,Commanders,Buccaneers,2002
7224,Steelers,Panthers,2003
7225,Commanders,Jaguars,2002
7226,Jaguars,Eagles,2003
7227,Eagles,Broncos,2004
7228,Packers,Cowboys,2005
7229,49ers,Panthers,2016
7230,Saints,49ers,2016
7231,Cardinals,Lions,2004
7232,Browns,Cardinals,2013
7233,Seahawks,Browns,2016
7234,Browns,Texans,2017
7235,Patriots,Texans,2021
7236,Texans,Patriots,2022
7237,Jets,Texans,2002
7238,Texans,Cowboys,2006
7239,Chiefs,Cardinals,2016
7240,Cardinals,Bears,2017
7241,Bears,Lions,2018
7242,49ers,Texans,2017
7243,Saints,Vikings,2023
7244,Bills,Giants,2013
7245,Jets,Bills,2013
7246,Eagles,Vikings,2019
7247,Vikings,Eagles,2020
7248,Eagles,Raiders,2023
7249,Bills,Jets,2002
7250,Chargers,Jets,2015
7251,Jets,Texans,2017
7252,Texans,Raiders,2018
7253,Raiders,Jaguars,2019
7254,Jaguars,Ravens,2020
7255,Bears,Buccaneers,2008
7256,Cowboys,Cardinals,2021
7257,49ers,Panthers,2010
7258,Vikings,Buccaneers,2009
7259,Eagles,Colts,2018
7260,Colts,Titans,2021
7261,Titans,Giants,2022
7262,Chiefs,Dolphins,2020
7263,Dolphins,Chiefs,2021
7264,Titans,Raiders,2020
7265,Raiders,Falcons,2022
7266,Falcons,Eagles,2023
7267,Lions,Patriots,2020
7268,49ers,Lions,2020
7269,Bears,Chiefs,2006
7270,49ers,Bengals,2007
7271,Jets,Saints,2022
7272,Vikings,Lions,2009
7273,Saints,Bills,2017
7274,Broncos,Ravens,1999
7275,Eagles,Ravens,2009
7276,Chiefs,Rams,2018
7277,Rams,Ravens,2019
7278,Ravens,Raiders,2023
7279,Colts,Lions,2005
7280,Lions,Seahawks,2007
7281,Seahawks,Falcons,2008
7282,Saints,Bills,2002
7283,Rams,Bills,2016
7284,Titans,Seahawks,2001
7285,Bears,Ravens,2003
7286,Ravens,Vikings,2004
7287,Dolphins,Vikings,2019
7288,Vikings,Dolphins,2019
7289,Eagles,Seahawks,2017
7290,Seahawks,Commanders,2018
7291,Chiefs,Texans,2004
7292,Cowboys,Ravens,2013
7293,Bills,Dolphins,2001
7294,Dolphins,Packers,2003
7295,Jaguars,Bills,2008
7296,Bills,Buccaneers,2014
7297,Dolphins,Bills,2014
7298,Bills,Raiders,2015
7299,Buccaneers,Bills,2015
7300,Colts,Commanders,2004
7301,Packers,Bengals,2004
7302,Bengals,Falcons,2007
7303,Jets,Texans,2017
7304,Bears,Buccaneers,2018
7305,Texans,Bears,2018
7306,Saints,Ravens,2022
7307,Eagles,Jets,2012
7308,Rams,Eagles,2012
7309,Bengals,Colts,2017
7310,Bengals,Saints,2020
7311,Colts,Bengals,2020
7312,Saints,Bears,2021
7313,Bears,Colts,2011
7314,Commanders,Panthers,2012
7315,Colts,Commanders,2012
7316,Panthers,Bills,2020
7317,Bills,Texans,2022
7318,Bengals,Browns,2016
7319,Cardinals,Lions,2000
7320,Cowboys,Bills,2015
7321,Cowboys,Buccaneers,2004
7322,Raiders,Giants,2018
7323,Giants,Saints,2019
7324,Saints,Bears,2020
7325,Bears,Titans,2022
7326,Titans,Seahawks,2023
7327,Cardinals,Panthers,2002
7328,Panthers,Broncos,2003
7329,Bills,Broncos,2008
7330,Broncos,Rams,2012
7331,Giants,49ers,2012
7332,Bengals,Dolphins,2004
7333,Texans,Bills,2012
7334,Bills,Dolphins,2016
7335,Cowboys,Bears,2011
7336,Bears,Texans,2010
7337,Texans,Patriots,2011
7338,Patriots,Bills,2012
7339,Jaguars,Bills,2013
7340,Buccaneers,Rams,2014
7341,Rams,Steelers,2019
7342,Bears,Chiefs,2008
7343,Steelers,Texans,2004
7344,Jaguars,Commanders,2004
7345,Commanders,Saints,2008
7346,Saints,Jets,2010
7347,Browns,Bills,2003
7348,Bills,Saints,2006
7349,Lions,Commanders,2000
7350,Ravens,Rams,2010
7351,Saints,Rams,2001
7352,Rams,Panthers,2002
7353,Vikings,Texans,2020
7354,Texans,Vikings,2020
7355,Seahawks,Colts,2018
7356,Colts,Giants,2022
7357,Saints,Ravens,2019
7358,Ravens,Saints,2021
7359,Saints,Texans,2021
7360,Texans,Saints,2022
7361,Giants,Buccaneers,2005
7362,Buccaneers,Panthers,2008
7363,Panthers,Titans,2009
7364,Rams,Ravens,2011
7365,Patriots,Rams,2011
7366,49ers,Commanders,1999
7367,Cowboys,49ers,2017
7368,Bengals,Packers,2004
7369,Packers,49ers,2006
7370,Buccaneers,Dolphins,2002
7371,Dolphins,Jaguars,2003
7372,Jets,Eagles,2014
7373,Eagles,Cowboys,2016
7374,Cowboys,Commanders,2018
7375,Falcons,Eagles,2003
7376,Eagles,Saints,2006
7377,Saints,Chiefs,2010
7378,Cardinals,Browns,2001
7379,Bengals,Dolphins,2019
7380,Chiefs,Browns,2002
7381,Cardinals,Giants,2019
7382,Cardinals,Giants,2020
7383,Giants,Cardinals,2020
7384,Giants,Cardinals,2021
7385,Cardinals,Steelers,2023
7386,Steelers,Bears,2017
7387,Bears,Eagles,2018
7388,Buccaneers,Commanders,2012
7389,Commanders,Buccaneers,2012
7390,Colts,49ers,2022
7391,49ers,Broncos,2022
7392,Broncos,Cardinals,2023
7393,Jaguars,Texans,2003
7394,Texans,Panthers,2005
7395,Panthers,Chargers,2006
7396,Chargers,Broncos,2008
7397,Dolphins,49ers,2013
7398,49ers,Dolphins,2013
7399,Dolphins,Browns,2014
7400,Buccaneers,Bears,2002
7401,Bengals,Seahawks,2004
7402,Seahawks,Packers,2006
7403,Packers,Panthers,2007
7404,Panthers,Broncos,2008
7405,Broncos,Lions,2009
7406,Packers,Raiders,2004
7407,Raiders,49ers,2005
7408,49ers,Broncos,2005
7409,Saints,Ravens,2001
7410,Ravens,49ers,2005
7411,49ers,Ravens,2008
7412,Ravens,Jets,2009
7413,Jets,Titans,2010
7414,Rams,Chiefs,2008
7415,Chargers,49ers,2009
7416,49ers,Chargers,2009
7417,Jets,Patriots,2010
7418,Titans,Ravens,2016
7419,Raiders,Broncos,2018
7420,Browns,Raiders,2000
7421,Packers,Chiefs,2022
7422,Rams,Bears,2020
7423,Bears,Jets,2020
7424,Jets,Bears,2021
7425,Jets,Patriots,2012
7426,Buccaneers,Seahawks,2006
7427,Steelers,Vikings,2006
7428,Seahawks,Steelers,2006
7429,Vikings,Jaguars,2007
7430,Jaguars,Steelers,2007
7431,Steelers,Raiders,2008
7432,Bengals,Patriots,2017
7433,Patriots,Lions,2018
7434,Raiders,Lions,2000
7435,Seahawks,Panthers,2022
7436,Ravens,Cardinals,2022
7437,Bills,49ers,2017
7438,49ers,Bears,2021
7439,Bears,Seahawks,2022
7440,Seahawks,Browns,2023
7441,Steelers,Raiders,2013
7442,Raiders,Rams,2014
7443,Packers,Bengals,2014
7444,Bengals,Giants,2015
7445,Giants,Raiders,2017
7446,Raiders,Bills,2018
7447,Bills,Panthers,2018
7448,Panthers,Patriots,2019
7449,Patriots,Titans,2020
7450,Bills,Seahawks,2010
7451,Seahawks,Raiders,2017
7452,Raiders,Seahawks,2019
7453,Cardinals,Colts,2012
7454,Steelers,Raiders,2018
7455,Cowboys,Giants,2012
7456,Giants,Bears,2013
7457,Bears,Patriots,2016
7458,Packers,Patriots,2017
7459,Patriots,Packers,2017
7460,Saints,Cowboys,2013
7461,Cowboys,Raiders,2013
7462,Raiders,Saints,2013
7463,Ravens,Saints,2000
7464,Saints,Commanders,2003
7465,Commanders,Jaguars,2005
7466,Buccaneers,Colts,2004
7467,Colts,Cowboys,2006
7468,Cowboys,Saints,2007
7469,Browns,Cowboys,2010
7470,Cowboys,Jaguars,2011
7471,Jets,Colts,2012
7472,Texans,Chiefs,2019
7473,Dolphins,Jaguars,2018
7474,Commanders,Dolphins,2018
7475,Bears,Dolphins,2004
7476,Dolphins,Bears,2008
7477,Bears,Falcons,2009
7478,Falcons,Lions,2001
7479,Patriots,Browns,2000
7480,Browns,Patriots,2001
7481,Giants,Cowboys,2013
7482,Cowboys,Dolphins,2013
7483,Dolphins,Broncos,2014
7484,Falcons,Lions,2019
7485,Lions,Browns,2020
7486,Browns,Lions,2020
7487,Lions,Falcons,2021
7488,Bengals,Lions,2016
7489,Lions,Jaguars,2021
7490,Jaguars,Lions,2023
7491,Eagles,Panthers,2013
7492,Saints,Dolphins,2011
7493,Dolphins,Vikings,2012
7494,Bengals,Cowboys,2009
7495,Cowboys,Lions,2009
7496,Lions,Bengals,2010
7497,Cardinals,Vikings,2021
7498,Vikings,Steelers,2022
7499,Buccaneers,Commanders,2015
7500,Bengals,Texans,2022
7501,Cowboys,Eagles,2012
7502,Eagles,Steelers,2013
7503,Steelers,Chargers,2014
7504,Jets,Cardinals,2022
7505,Cardinals,Chiefs,2022
7506,Eagles,Bears,2016
7507,Bears,Bills,2018
7508,Vikings,Ravens,2009
7509,Packers,Rams,2001
7510,Rams,Packers,2001
7511,Rams,Packers,2002
7512,Packers,Commanders,2003
7513,Commanders,Bills,2006
7514,49ers,Dolphins,2020
7515,Dolphins,Bills,2021
7516,Bills,Giants,2022
7517,Giants,Colts,2004
7518,Colts,Dolphins,2004
7519,Dolphins,Buccaneers,2005
7520,Buccaneers,Falcons,2009
7521,Panthers,Commanders,2001
7522,Patriots,Chiefs,2009
7523,Chiefs,Vikings,2013
7524,Vikings,Bills,2015
7525,Bills,Cowboys,2015
7526,Cowboys,Titans,2016
7527,Titans,Lions,2018
7528,Patriots,Jets,2006
7529,49ers,Panthers,2021
7530,Rams,Chargers,2015
7531,Dolphins,Bills,2018
7532,Titans,Falcons,2022
7533,Falcons,Chiefs,2023
7534,Steelers,Chargers,2021
7535,Chargers,Buccaneers,2023
7536,Packers,Seahawks,2012
7537,Packers,Raiders,2013
7538,Seahawks,Packers,2013
7539,Raiders,Packers,2014
7540,Bears,Jets,2016
7541,Buccaneers,Rams,2020
7542,Rams,Colts,2023
7543,Colts,Packers,2009
7544,Packers,Saints,2010
7545,Saints,Raiders,2011
7546,Raiders,Rams,2013
7547,Patriots,Chiefs,2009
7548,Dolphins,Bills,2021
7549,Bills,Colts,2022
7550,Packers,Seahawks,2001
7551,Seahawks,Titans,2011
7552,Titans,Colts,2013
7553,Dolphins,Colts,2017
7554,Commanders,Colts,2017
7555,Cardinals,Lions,2001
7556,Ravens,Patriots,2021
7557,Vikings,Panthers,2017
7558,Ravens,Patriots,2010
7559,Patriots,Vikings,2011
7560,Steelers,Giants,2005
7561,Giants,Steelers,2005
7562,Giants,Broncos,2017
7563,Broncos,Giants,2017
7564,Giants,Broncos,2018
7565,Broncos,Patriots,2019
7566,Cowboys,Falcons,2005
7567,Falcons,Buccaneers,2007
7568,Buccaneers,Saints,2008
7569,Cardinals,Texans,2011
7570,Texans,Raiders,2012
7571,Patriots,Browns,2017
7572,Browns,Bengals,2018
7573,Bengals,Colts,2019
7574,Seahawks,Panthers,2001
7575,Raiders,Bears,2016
7576,Bears,Raiders,2016
7577,Jets,Dolphins,2008
7578,Eagles,Saints,2007
7579,Saints,Buccaneers,2008
7580,Buccaneers,Seahawks,2010
7581,Panthers,Dolphins,2011
7582,Dolphins,Chiefs,2019
7583,Lions,Texans,2003
7584,Texans,Bills,2006
7585,Bengals,Buccaneers,2004
7586,Colts,Jaguars,2017
7587,Jaguars,Titans,2020
7588,Titans,Chargers,2021
7589,Chargers,Cowboys,2022
7590,Broncos,Panthers,2019
7591,Broncos,Falcons,2007
7592,Falcons,Broncos,2008
7593,Broncos,Lions,2014
7594,Lions,Cardinals,2021
7595,Eagles,Colts,2021
7596,Colts,49ers,2023
7597,Browns,Dolphins,2009
7598,Dolphins,Browns,2009
7599,Dolphins,Browns,2010
7600,Browns,Jaguars,2011
7601,Falcons,Colts,2022
7602,Falcons,Texans,2007
7603,Texans,Raiders,2014
7604,Raiders,Ravens,2015
7605,Ravens,Falcons,2016
7606,Bengals,Eagles,2006
7607,Raiders,Cardinals,2013
7608,Ravens,Giants,2021
7609,Giants,Rams,2022
7610,Jets,Bears,2013
7611,Bears,Chargers,2016
7612,Chargers,Colts,2018
7613,Packers,Vikings,2001
7614,Chargers,Patriots,2022
7615,Steelers,Bears,2011
7616,Bears,Steelers,2013
7617,Commanders,Patriots,2000
7618,Patriots,Texans,2002
7619,Falcons,Browns,2005
7620,Raiders,Buccaneers,2004
7621,Ravens,Colts,2009
7622,Saints,Eagles,2012
7623,Eagles,Seahawks,2017
7624,Commanders,Dolphins,2000
7625,Dolphins,Jets,2002
7626,Jets,Dolphins,2003
7627,Dolphins,Rams,2006
7628,Rams,Texans,2007
7629,Jaguars,Texans,2011
7630,Texans,Jaguars,2011
7631,Eagles,Cardinals,2006
7632,Cardinals,Falcons,2016
7633,Falcons,Vikings,2018
7634,Vikings,Falcons,2019
7635,Chargers,49ers,2009
7636,49ers,Packers,2010
7637,49ers,Panthers,2003
7638,Panthers,Rams,2005
7639,Ravens,Broncos,2009
7640,Colts,Bears,2022
7641,Bears,Browns,2023
7642,Browns,49ers,2018
7643,Vikings,Jets,2001
7644,Jets,Jaguars,2003
7645,Commanders,Panthers,2022
7646,Raiders,Steelers,2018
7647,Cardinals,Raiders,2018
7648,Jets,Rams,2012
7649,Rams,Patriots,2013
7650,Patriots,Bears,2014
7651,Bears,Titans,2014
7652,Titans,Bills,2015
7653,Bills,Lions,2016
7654,Jaguars,Rams,2021
7655,Rams,Packers,2023
7656,Lions,Rams,2021
7657,Steelers,Jaguars,2021
7658,Jaguars,Chiefs,2022
7659,Chiefs,Steelers,2022
7660,Colts,Jets,2019
7661,Jets,Titans,2021
7662,Titans,Raiders,2022
7663,Bills,Patriots,2002
7664,Patriots,Bills,2002
7665,Patriots,Raiders,2004
7666,Rams,Seahawks,2018
7667,Seahawks,Bills,2019
7668,Jets,Ravens,2019
7669,Ravens,Jets,2019
7670,Ravens,Cowboys,2021
7671,49ers,Vikings,2008
7672,Raiders,49ers,2021
7673,49ers,Browns,2023
7674,Jaguars,Raiders,2014
7675,Seahawks,Lions,2009
7676,Dolphins,Commanders,2019
7677,Buccaneers,Lions,2011
7678,Lions,Jaguars,2012
7679,Broncos,Cardinals,2019
7680,Cardinals,Saints,2023
7681,Cardinals,Bears,2011
7682,Jaguars,49ers,2018
7683,Texans,Bengals,2022
7684,Steelers,Rams,2013
7685,Seahawks,Saints,2015
7686,Ravens,Cardinals,2019
7687,Buccaneers,Ravens,2021
7688,Jaguars,Rams,2021
7689,Rams,Titans,2021
7690,Saints,Patriots,2007
7691,Browns,Vikings,2005
7692,Vikings,Bills,2006
7693,Chargers,Broncos,2020
7694,Chiefs,Steelers,2021
7695,Chargers,Chiefs,2021
7696,Steelers,Dolphins,2022
7697,Broncos,Panthers,2000
7698,Saints,49ers,2004
7699,Raiders,Broncos,2017
7700,Vikings,Steelers,2008
7701,Steelers,Colts,2012
7702,Packers,Falcons,2023
7703,Packers,Bills,2017
7704,Broncos,Rams,2021
7705,Rams,Broncos,2021
7706,Broncos,Cowboys,2002
7707,Cowboys,Broncos,2002
7708,Cowboys,Broncos,2003
7709,Cowboys,Titans,2013
7710,Titans,Cowboys,2014
7711,Chargers,Jaguars,2003
7712,Jaguars,Chargers,2003
7713,Jaguars,Chargers,2004
7714,Chargers,Panthers,2004
7715,Cardinals,Buccaneers,2013
7716,Colts,Titans,2021
7717,Chargers,Colts,2021
7718,Titans,Bears,2022
7719,Bears,Lions,2022
7720,Panthers,Commanders,2001
7721,Commanders,Cowboys,2003
7722,Cowboys,Jets,2003
7723,Vikings,Chiefs,2006
7724,Buccaneers,Chiefs,2007
7725,Chiefs,Buccaneers,2007
7726,Buccaneers,Chargers,2008
7727,Chiefs,Buccaneers,2008
7728,Chargers,Raiders,2010
7729,Buccaneers,Seahawks,2013
7730,Jaguars,Falcons,2018
7731,Seahawks,Eagles,2018
7732,Cowboys,Patriots,2019
7733,Eagles,Cowboys,2019
7734,Falcons,Giants,2009
7735,Giants,Bengals,2013
7736,Falcons,Titans,2000
7737,Seahawks,Texans,2007
7738,Rams,Lions,2021
7739,Lions,Bears,2017
7740,Bears,Commanders,2019
7741,Commanders,Saints,2020
7742,Saints,Chiefs,2021
7743,Chiefs,Broncos,2023
7744,Raiders,Bears,2012
7745,Buccaneers,Giants,2010
7746,Colts,Jaguars,2009
7747,Giants,Jaguars,2010
7748,Jaguars,Giants,2010
7749,Jaguars,Giants,2011
7750,Cowboys,Dolphins,2012
7751,Giants,Cowboys,2012
7752,Dolphins,Giants,2012
7753,49ers,Raiders,2015
7754,Raiders,Ravens,2018
7755,Ravens,Cardinals,2019
7756,Dolphins,Texans,2023
7757,Texans,49ers,2022
7758,49ers,Texans,2022
7759,Cardinals,Patriots,2016
7760,Patriots,Vikings,2017
7761,Vikings,Commanders,2018
7762,Panthers,Bills,2007
7763,Bills,Lions,2008
7764,Lions,Bears,2009
7765,Bears,Browns,2009
7766,Bears,Seahawks,2007
7767,Seahawks,Commanders,2008
7768,Titans,Panthers,2016
7769,Chargers,Browns,2000
7770,Browns,Dolphins,2000
7771,Cowboys,Jaguars,2010
7772,Packers,Browns,2006
7773,Saints,Packers,2003
7774,Packers,Rams,2005
7775,Buccaneers,Packers,2013
7776,Packers,Colts,2014
7777,Rams,Patriots,2012
7778,Patriots,Saints,2015
7779,Raiders,Broncos,2013
7780,Broncos,Ravens,2013
7781,Raiders,Commanders,2000
7782,Commanders,Chiefs,2002
7783,Lions,Patriots,2020
7784,Patriots,Seahawks,2021
7785,Eagles,Jaguars,2021
7786,Falcons,Vikings,2011
7787,Bengals,Buccaneers,2014
7788,Buccaneers,Bengals,2015
7789,Bengals,Panthers,2021
7790,Falcons,Buccaneers,2011
7791,Browns,Dolphins,2006
7792,Saints,49ers,2007
7793,Eagles,49ers,2007
7794,49ers,Rams,2010
7795,Giants,Lions,2009
7796,Lions,Patriots,2009
7797,Vikings,Saints,2015
7798,Commanders,Falcons,2003
7799,Browns,Cowboys,2003
