,Year,Player,Team,G,College,BirthDate
8,2013,Jed Collins,Saints,16,Washington St.,3/3/1986
9,2013,Marques Colston,Saints,15,Hofstra,6/5/1983
10,2013,Keyunta Dawson,Saints,6,Texas Tech,9/13/1985
11,2013,Brian De La Puente,Saints,16,California,5/13/1985
12,2013,Justin Drescher,Saints,16,Colorado,1/1/1988
13,2013,Jahri Evans,Saints,14,Bloomsburg,8/22/1983
14,2013,Glenn Foster,Saints,12,Illinois,5/31/1990
15,2013,Eric Frampton,Saints,2,Washington St.,2/6/1984
16,2013,Junior Galette,Saints,16,"Temple,Stillman",3/27/1988
17,2013,Jimmy Graham,Saints,16,Miami (FL),11/24/1986
18,2013,Shayne Graham,Saints,2,Virginia Tech,12/9/1977
19,2013,Jabari Greer,Saints,10,Tennessee,2/11/1982
20,2013,Ben Grubbs,Saints,16,Auburn,3/10/1984
21,2013,Parys Haralson,Saints,16,Tennessee,1/24/1984
22,2013,Roman Harper,Saints,9,Alabama,12/11/1982
23,2013,Bryce Harris,Saints,16,Fresno St.,1/16/1989
24,2013,Garrett Hartley,Saints,14,Oklahoma,5/16/1986
25,2013,David Hawthorne,Saints,16,TCU,5/14/1985
26,2013,Will Herring,Saints,16,Auburn,8/28/1983
27,2013,Akiem Hicks,Saints,16,"Sacramento CC,Regina",11/16/1989
28,2013,Josh Hill,Saints,14,Idaho St.,5/21/1990
29,2013,Ramon Humber,Saints,16,North Dakota St.,8/10/1987
30,2013,Mark Ingram,Saints,11,Alabama,12/21/1989
31,2013,John Jenkins,Saints,16,"Mississippi Gulf Coast CC,Georgia",7/11/1989
32,2013,Malcolm Jenkins,Saints,14,Ohio St.,12/20/1987
33,2013,Tom Johnson,Saints,12,"Mississippi Gulf Coast CC,Southern Miss",8/30/1984
34,2013,Cameron Jordan,Saints,16,California,7/10/1989
35,2013,Kyle Knox,Saints,0,Fresno St.,3/10/1989
36,2013,Tim Lelito,Saints,16,Grand Valley St.,7/21/1989
37,2013,Keenan Lewis,Saints,16,Oregon St.,5/17/1986
38,2013,Curtis Lofton,Saints,16,Oklahoma,6/2/1986
39,2013,Luke McCown,Saints,16,Louisiana Tech,7/12/1981
40,2013,Robert Meachem,Saints,15,Tennessee,9/28/1984
41,2013,Lance Moore,Saints,13,Toledo,8/31/1983
42,2013,Thomas Morstead,Saints,16,SMU,3/8/1986
43,2013,Kevin Reddick,Saints,16,North Carolina,12/28/1989
44,2013,Jay Richardson,Saints,4,Ohio St.,1/27/1984
45,2013,Khiry Robinson,Saints,10,"Blinn College (TX),West Texas A&M",12/28/1989
46,2013,Patrick Robinson,Saints,2,Florida St.,9/7/1987
47,2013,Darren Sproles,Saints,15,Kansas St.,6/20/1983
48,2013,Kenny Stills,Saints,16,Oklahoma,4/22/1992
49,2013,Zach Strief,Saints,15,Northwestern,9/22/1983
50,2013,Rod Sweeting,Saints,9,Georgia Tech,9/28/1990
51,2013,Pierre Thomas,Saints,16,Illinois,12/18/1984
52,2013,Nick Toon,Saints,8,Wisconsin,11/4/1988
53,2013,Kenny Vaccaro,Saints,14,Texas,2/15/1991
54,2013,Jonathan Vilma,Saints,1,Miami (FL),4/16/1982
55,2013,Trevin Wade,Saints,2,Arizona,8/1/1989
56,2013,Tyrunn Walker,Saints,7,Tulsa,3/18/1990
57,2013,Ben Watson,Saints,15,"Duke,Georgia",12/18/1980
58,2013,Corey White,Saints,16,Samford,5/9/1990
59,2013,Martez Wilson,Saints,4,Illinois,9/21/1988
60,2013,Team Total,Saints,16,,
0,2013,Cliff Avril,Seahawks,15,Purdue,4/8/1986
1,2013,Alvin Bailey,Seahawks,14,Arkansas,8/26/1991
2,2013,Doug Baldwin,Seahawks,16,Stanford,9/21/1988
3,2013,Michael Bennett,Seahawks,16,Texas A&M,11/13/1985
4,2013,Michael Bowie,Seahawks,9,NE State (OK),9/25/1991
5,2013,Allen Bradford,Seahawks,1,USC,8/31/1988
6,2013,Michael Brooks,Seahawks,1,East Carolina,8/28/1991
7,2013,Brandon Browner,Seahawks,8,Oregon St.,8/2/1984
8,2013,Red Bryant,Seahawks,15,Texas A&M,4/18/1984
9,2013,James Carpenter,Seahawks,16,Alabama,3/22/1989
10,2013,Kam Chancellor,Seahawks,16,Virginia Tech,4/3/1988
11,2013,Chris Clemons,Seahawks,14,Georgia,10/31/1981
12,2013,Derrick Coleman,Seahawks,12,UCLA,10/18/1990
13,2013,Perrish Cox,Seahawks,2,Oklahoma St.,1/10/1987
14,2013,Kellen Davis,Seahawks,15,Michigan St.,10/11/1985
15,2013,Heath Farwell,Seahawks,16,San Diego St.,12/31/1981
16,2013,Breno Giacomini,Seahawks,9,Louisville,9/27/1985
17,2013,Clint Gresham,Seahawks,16,TCU,8/24/1986
18,2013,Percy Harvin,Seahawks,1,Florida,5/28/1988
19,2013,Stephen Hauschka,Seahawks,16,"Middlebury,North Carolina St.",6/29/1985
20,2013,Jordan Hill,Seahawks,4,Penn St.,2/8/1991
21,2013,Bruce Irvin,Seahawks,12,"Butler (KS),West Virginia",11/1/1987
22,2013,Tarvaris Jackson,Seahawks,3,"Arkansas,Alabama St.",4/21/1983
23,2013,Lemuel Jeanpierre,Seahawks,16,South Carolina,5/19/1987
24,2013,Jeron Johnson,Seahawks,7,Boise St.,6/12/1988
25,2013,Jermaine Kearse,Seahawks,15,Washington,2/6/1990
26,2013,Jeremy Lane,Seahawks,15,Northwestern St. (LA),7/14/1990
27,2013,Ricardo Lockette,Seahawks,8,Fort Valley St.,5/21/1986
28,2013,John Lotulelei,Seahawks,2,UNLV,12/4/1991
29,2013,Marshawn Lynch,Seahawks,16,California,4/22/1986
30,2013,Chris Maragos,Seahawks,16,Wisconsin,1/6/1987
31,2013,Byron Maxwell,Seahawks,16,Clemson,2/23/1988
32,2013,Benson Mayowa,Seahawks,2,Idaho,8/3/1991
33,2013,Tony McDaniel,Seahawks,16,Tennessee,1/20/1985
34,2013,Clinton McDonald,Seahawks,15,Memphis,1/6/1987
35,2013,Paul McQuistan,Seahawks,16,Weber St.,4/30/1983
36,2013,Brandon Mebane,Seahawks,16,California,1/15/1985
37,2013,Christine Michael,Seahawks,4,Texas A&M,11/9/1990
38,2013,Zach Miller,Seahawks,14,Arizona St.,12/11/1985
39,2013,Mike Morgan,Seahawks,16,USC,1/16/1988
40,2013,Russell Okung,Seahawks,8,Oklahoma St.,10/7/1988
41,2013,Michael Person,Seahawks,1,Montana St.,5/17/1988
42,2013,Sidney Rice,Seahawks,8,South Carolina,9/1/1986
43,2013,Michael Robinson,Seahawks,9,Penn St.,2/6/1983
44,2013,Jon Ryan,Seahawks,16,Regina,11/26/1981
45,2013,O'Brien Schofield,Seahawks,15,Wisconsin,4/3/1987
46,2013,DeShawn Shead,Seahawks,5,Portland St.,6/28/1989
47,2013,Richard Sherman,Seahawks,16,Stanford,3/30/1988
48,2013,D'Anthony Smith,Seahawks,2,Louisiana Tech,6/9/1988
49,2013,Malcolm Smith,Seahawks,15,USC,7/5/1989
50,2013,J.R. Sweezy,Seahawks,15,North Carolina St.,4/8/1989
51,2013,Golden Tate,Seahawks,16,Notre Dame,8/2/1988
52,2013,Earl Thomas,Seahawks,16,Texas,5/7/1989
53,2013,Walter Thurmond,Seahawks,12,Oregon,8/12/1987
54,2013,Robert Turbin,Seahawks,16,Utah St.,12/2/1989
55,2013,Max Unger,Seahawks,13,Oregon,4/14/1986
56,2013,Bobby Wagner,Seahawks,14,Utah St.,6/27/1990
57,2013,Bryan Walters,Seahawks,4,Cornell,11/4/1987
58,2013,Spencer Ware,Seahawks,2,LSU,11/23/1991
59,2013,Stephen Williams,Seahawks,4,Toledo,6/29/1986
60,2013,Luke Willson,Seahawks,16,Rice,1/15/1990
61,2013,Russell Wilson,Seahawks,16,"Wisconsin,North Carolina St.",11/29/1988
62,2013,K.J. Wright,Seahawks,13,Mississippi St.,7/23/1989
63,2013,Team Total,Seahawks,16,,
0,2013,Mike Adams,Steelers,15,Ohio St.,3/10/1990
1,2013,Cortez Allen,Steelers,14,The Citadel,10/29/1988
2,2013,Will Allen,Steelers,12,Ohio St.,6/17/1982
3,2013,Brian Arnfelt,Steelers,2,Northwestern,10/11/1989
4,2013,Kelvin Beachum,Steelers,15,SMU,6/8/1989
5,2013,Le'Veon Bell,Steelers,13,Michigan St.,2/18/1992
6,2013,Antwon Blake,Steelers,14,Texas-El Paso,8/9/1990
7,2013,Antonio Brown,Steelers,16,Central Michigan,7/10/1988
8,2013,Curtis Brown,Steelers,7,Texas,9/24/1988
9,2013,Chris Carter,Steelers,13,Fresno St.,4/6/1989
10,2013,Ryan Clark,Steelers,16,LSU,10/12/1979
11,2013,Jerricho Cotchery,Steelers,16,North Carolina St.,6/16/1982
12,2013,Da'Mon Cromartie-Smith,Steelers,4,Texas-El Paso,2/17/1987
13,2013,David DeCastro,Steelers,15,Stanford,1/11/1990
14,2013,Jonathan Dwyer,Steelers,15,Georgia Tech,7/26/1989
15,2013,Hebron Fangupo,Steelers,4,BYU,7/19/1985
16,2013,Larry Foote,Steelers,1,Michigan,6/12/1980
17,2013,Ramon Foster,Steelers,15,Tennessee,1/7/1986
18,2013,Terence Garvin,Steelers,15,West Virginia,1/1/1991
19,2013,William Gay,Steelers,16,Louisville,1/1/1985
20,2013,Marcus Gilbert,Steelers,16,Florida,2/15/1988
21,2013,Robert Golden,Steelers,16,Arizona,9/13/1990
22,2013,Isaiah Green,Steelers,3,Fresno St.,8/10/1989
23,2013,Cameron Heyward,Steelers,16,Ohio St.,5/6/1989
24,2013,Evander Hood,Steelers,16,Missouri,2/16/1987
25,2013,David Johnson,Steelers,5,Arkansas St.,8/26/1987
26,2013,Will Johnson,Steelers,15,West Virginia,11/14/1989
27,2013,Felix Jones,Steelers,16,Arkansas,5/8/1987
28,2013,Jarvis Jones,Steelers,14,Georgia,10/13/1989
29,2013,Brett Keisel,Steelers,12,"Snow College (UT),BYU",9/19/1978
30,2013,Mat McBriar,Steelers,9,Hawaii,7/8/1979
31,2013,Steve McLendon,Steelers,14,Troy,1/3/1986
32,2013,Zoltan Mesko,Steelers,7,Michigan,3/16/1986
33,2013,Heath Miller,Steelers,14,Virginia,10/22/1982
34,2013,Derek Moye,Steelers,7,Penn St.,8/12/1988
35,2013,Michael Palmer,Steelers,16,Clemson,1/18/1988
36,2013,David Paulson,Steelers,16,Oregon,2/22/1989
37,2013,Troy Polamalu,Steelers,16,USC,4/19/1981
38,2013,Maurkice Pouncey,Steelers,1,Florida,7/24/1989
39,2013,Isaac Redman,Steelers,3,Bowie St.,11/10/1984
40,2013,Ben Roethlisberger,Steelers,16,Miami (OH),3/2/1982
41,2013,Emmanuel Sanders,Steelers,16,SMU,3/17/1987
42,2013,Matt Spaeth,Steelers,4,Minnesota,11/24/1983
43,2013,LaRod Stephens-Howling,Steelers,1,Pittsburgh,4/26/1987
44,2013,Shaun Suisham,Steelers,16,Bowling Green,12/29/1981
45,2013,Stevenson Sylvester,Steelers,9,Utah,7/18/1988
46,2013,Ike Taylor,Steelers,16,Louisiana,5/5/1980
47,2013,Shamarko Thomas,Steelers,14,Syracuse,2/23/1991
48,2013,Lawrence Timmons,Steelers,16,Florida St.,5/14/1986
49,2013,DeMarcus Van Dyke,Steelers,2,Miami (FL),1/17/1989
50,2013,Fernando Velasco,Steelers,11,Georgia,2/22/1985
51,2013,Cody Wallace,Steelers,9,Texas A&M,11/26/1984
52,2013,Greg Warren,Steelers,16,North Carolina,10/18/1981
53,2013,Jamaal Westerman,Steelers,1,Rutgers,2/21/1985
54,2013,Markus Wheaton,Steelers,12,Oregon St.,2/7/1991
55,2013,Guy Whimper,Steelers,11,East Carolina,5/21/1983
56,2013,Vince Williams,Steelers,15,Florida St.,12/27/1989
57,2013,Kion Wilson,Steelers,7,South Florida,10/24/1986
58,2013,LaMarr Woodley,Steelers,11,Michigan,11/3/1984
59,2013,Al Woods,Steelers,16,LSU,3/25/1987
60,2013,Jason Worilds,Steelers,15,Virginia Tech,3/3/1988
61,2013,Team Total,Steelers,16,,
0,2013,A.J. Bouye,Texans,6,Central Florida,8/16/1991
1,2013,Bryan Braman,Texans,16,West Texas A&M,5/4/1987
2,2013,Brandon Brooks,Texans,15,Miami (OH),8/19/1989
3,2013,Duane Brown,Texans,14,Virginia Tech,8/30/1985
4,2013,Randy Bullock,Texans,16,Texas A&M,12/16/1989
5,2013,Jake Byrne,Texans,7,Wisconsin,1/24/1990
6,2013,Jared Crick,Texans,16,Nebraska,8/21/1989
7,2013,Brian Cushing,Texans,7,USC,1/24/1987
8,2013,Owen Daniels,Texans,5,Wisconsin,11/9/1982
9,2013,Tim Dobbins,Texans,3,Iowa St.,12/10/1982
10,2013,Arian Foster,Texans,8,Tennessee,8/24/1986
11,2013,Andrew Gardner,Texans,3,Georgia Tech,4/4/1986
12,2013,Tavares Gooden,Texans,1,Miami (FL),10/7/1984
13,2013,Garrett Graham,Texans,13,Wisconsin,8/4/1986
14,2013,Ray Graham,Texans,1,Pittsburgh,9/18/1990
15,2013,Ryan Griffin,Texans,15,Connecticut,1/11/1990
16,2013,Jonathan Grimes,Texans,2,William & Mary,12/21/1989
17,2013,Brandon Harris,Texans,16,Miami (FL),1/24/1990
18,2013,Ryan Harris,Texans,16,Notre Dame,3/11/1985
19,2013,DeAndre Hopkins,Texans,16,Clemson,6/6/1992
20,2013,Kareem Jackson,Texans,14,Alabama,4/10/1988
21,2013,Tim Jamison,Texans,5,Michigan,2/26/1986
22,2013,Lestar Jean,Texans,13,Florida Atlantic,2/5/1988
23,2013,Willie Jefferson,Texans,6,S.F. Austin,1/31/1991
24,2013,Andre Johnson,Texans,16,Miami (FL),7/11/1981
25,2013,Dennis Johnson,Texans,8,Arkansas,2/24/1990
26,2013,Ben Jones,Texans,16,Georgia,7/2/1989
27,2013,Greg Jones,Texans,16,Florida St.,5/9/1981
28,2013,Johnathan Joseph,Texans,15,South Carolina,4/16/1984
29,2013,Deji Karim,Texans,7,Southern Illinois,11/18/1986
30,2013,Case Keenum,Texans,8,Houston,2/17/1988
31,2013,Shiloh Keo,Texans,16,Idaho,12/17/1987
32,2013,Shane Lechler,Texans,16,Texas A&M,8/7/1976
33,2013,Elbert Mack,Texans,8,"Butler (KS),Troy",7/14/1986
34,2013,Danieal Manning,Texans,6,Abilene Christian,8/9/1982
35,2013,Keshawn Martin,Texans,16,Michigan St.,3/15/1990
36,2013,Joe Mays,Texans,14,North Dakota St.,7/6/1985
37,2013,Brice McCain,Texans,16,Utah,12/10/1986
38,2013,Terrell McClain,Texans,16,South Florida,7/20/1988
39,2013,Whitney Mercilus,Texans,16,Illinois,7/21/1990
40,2013,Earl Mitchell,Texans,16,Arizona,9/25/1987
41,2013,Mike Mohamed,Texans,8,California,3/11/1988
42,2013,Chris Myers,Texans,16,Miami (FL),9/15/1981
43,2013,Derek Newton,Texans,16,Arkansas St.,11/16/1987
44,2013,Eddie Pleasant,Texans,16,Oregon,12/17/1988
45,2013,DeVier Posey,Texans,14,Ohio St.,3/15/1990
46,2013,Brooks Reed,Texans,16,Arizona,2/28/1987
47,2013,Ed Reed,Texans,7,Miami (FL),9/11/1978
48,2013,Justin Rogers,Texans,1,Richmond,1/16/1988
49,2013,Ricky Sapp,Texans,5,Clemson,11/14/1986
50,2013,Matt Schaub,Texans,10,Virginia,6/25/1981
51,2013,Darryl Sharpton,Texans,15,Miami (FL),1/1/1988
52,2013,Brad Smelley,Texans,2,Alabama,5/20/1989
53,2013,Antonio Smith,Texans,15,Oklahoma St.,10/21/1981
54,2013,D.J. Smith,Texans,1,Appalachian St.,2/24/1989
55,2013,Wade Smith,Texans,16,Memphis,4/26/1981
56,2013,Chad Spann,Texans,1,Northern Illinois,8/8/1988
57,2013,Jawanza Starling,Texans,2,USC,6/21/1991
58,2013,Phillip Supernaw,Texans,1,Ouachita Baptist,1/30/1990
59,2013,D.J. Swearinger,Texans,16,South Carolina,9/1/1991
60,2013,Jeff Tarpinian,Texans,8,Iowa,10/16/1987
61,2013,Ben Tate,Texans,14,Auburn,8/21/1988
62,2013,Justin Tuggle,Texans,15,Kansas St.,1/14/1990
63,2013,Josh Victorian,Texans,8,Louisiana Tech,7/10/1988
64,2013,J.J. Watt,Texans,16,"Central Michigan,Wisconsin",3/22/1989
65,2013,Jon Weeks,Texans,16,Baylor,2/17/1986
66,2013,Cody White,Texans,1,Illinois St.,7/1/1988
67,2013,Cierre Wood,Texans,3,Notre Dame,2/21/1991
68,2013,T.J. Yates,Texans,3,North Carolina,5/28/1987
69,2013,Team Total,Texans,16,,
0,2013,Akeem Ayers,Titans,16,UCLA,7/10/1989
1,2013,Patrick Bailey,Titans,13,Duke,11/19/1985
2,2013,Jackie Battle,Titans,16,Houston,10/1/1983
3,2013,Rob Bironas,Titans,16,"Georgia Southern,Auburn",1/29/1978
4,2013,Beau Brinkley,Titans,16,Missouri,1/25/1990
5,2013,Kenny Britt,Titans,12,Rutgers,9/19/1988
6,2013,Zach Brown,Titans,16,North Carolina,10/23/1989
7,2013,Tommie Campbell,Titans,8,"Pittsburgh,California (PA)",9/19/1987
8,2013,Jurrell Casey,Titans,15,USC,12/5/1989
9,2013,Keyunta Dawson,Titans,2,Texas Tech,9/13/1985
10,2013,Zach Diles,Titans,2,Kansas St.,6/11/1985
11,2013,Lavar Edwards,Titans,7,LSU,3/29/1990
12,2013,Ryan Fitzpatrick,Titans,11,Harvard,11/24/1982
13,2013,Moise Fokou,Titans,12,Maryland,8/28/1985
14,2013,Zaviar Gooden,Titans,9,Missouri,8/31/1990
15,2013,Shonn Greene,Titans,11,Iowa,8/21/1985
16,2013,Michael Griffin,Titans,14,Texas,1/4/1985
17,2013,Sammie Lee Hill,Titans,13,Stillman,11/8/1986
18,2013,Justin Hunter,Titans,14,Tennessee,5/20/1991
19,2013,Antonio Johnson,Titans,16,Mississippi St.,12/8/1984
20,2013,Chris Johnson,Titans,16,East Carolina,9/23/1985
21,2013,Quinn Johnson,Titans,4,LSU,9/30/1986
22,2013,Brett Kern,Titans,16,Toledo,2/17/1986
23,2013,Karl Klug,Titans,16,Iowa,3/31/1988
24,2013,Andy Levitre,Titans,16,Oregon St.,5/15/1986
25,2013,Jake Locker,Titans,7,Washington,6/15/1988
26,2013,Corey Lynch,Titans,3,Appalachian St.,5/7/1985
27,2013,Mike Martin,Titans,13,Michigan,9/1/1990
28,2013,Colin McCarthy,Titans,16,Miami (FL),7/10/1989
29,2013,Jason McCourty,Titans,16,Rutgers,8/13/1987
30,2013,Collin Mooney,Titans,12,Army,4/3/1986
31,2013,Derrick Morgan,Titans,15,Georgia Tech,1/6/1989
32,2013,Michael Otto,Titans,15,Purdue,7/24/1983
33,2013,Micah Pellerin,Titans,3,Hampton,11/23/1988
34,2013,Ropati Pitoitua,Titans,16,Washington St.,4/6/1985
35,2013,Bernard Pollard,Titans,16,Purdue,12/23/1984
36,2013,Michael Preston,Titans,7,Heidelberg,6/1/1989
37,2013,Darius Reynaud,Titans,7,West Virginia,12/29/1984
38,2013,Michael Roos,Titans,16,East. Washington,10/5/1982
39,2013,Shann Schillinger,Titans,1,Montana,5/22/1986
40,2013,Brian Schwenke,Titans,9,California,3/22/1991
41,2013,Coty Sensabaugh,Titans,14,Clemson,11/15/1988
42,2013,Visanthe Shiancoe,Titans,1,Morgan St.,6/18/1980
43,2013,Chris Spencer,Titans,16,Mississippi,3/28/1982
44,2013,Daimion Stafford,Titans,16,Nebraska,2/18/1991
45,2013,Craig Stevens,Titans,15,California,9/1/1984
46,2013,David Stewart,Titans,12,Mississippi St.,8/28/1982
47,2013,Byron Stingily,Titans,5,Louisville,9/9/1988
48,2013,Taylor Thompson,Titans,16,SMU,10/19/1989
49,2013,Robert Turner,Titans,6,New Mexico,8/20/1984
50,2013,Alterraun Verner,Titans,16,UCLA,12/13/1988
51,2013,Delanie Walker,Titans,15,Central Missouri St.,8/12/1984
52,2013,Chance Warmack,Titans,16,Alabama,9/14/1991
53,2013,Leon Washington,Titans,5,Florida St.,8/29/1982
54,2013,Nate Washington,Titans,16,Tiffin,8/28/1983
55,2013,Damian Williams,Titans,10,USC,5/26/1988
56,2013,George Wilson,Titans,16,Arkansas,3/14/1981
57,2013,Kamerion Wimbley,Titans,16,Florida St.,10/13/1983
58,2013,Blidi Wreh-Wilson,Titans,13,Connecticut,12/5/1989
59,2013,Kendall Wright,Titans,16,Baylor,11/12/1989
60,2013,Devon Wylie,Titans,2,Fresno St.,9/2/1988
61,2013,Team Total,Titans,16,,
0,2013,Jared Allen,Vikings,16,Idaho St.,4/3/1982
1,2013,Matt Asiata,Vikings,11,"Snow College (UT),Utah",7/24/1987
2,2013,Jeff Baca,Vikings,4,UCLA,1/10/1990
3,2013,Chase Baker,Vikings,5,Boise St.,5/21/1988
4,2013,Joe Banyard,Vikings,3,Texas-El Paso,11/12/1988
5,2013,Joe Berger,Vikings,16,Michigan Tech,5/25/1982
6,2013,Desmond Bishop,Vikings,4,California,7/24/1984
7,2013,Robert Blanton,Vikings,16,Notre Dame,9/7/1989
8,2013,John Carlson,Vikings,13,Notre Dame,5/12/1984
9,2013,Matt Cassel,Vikings,9,USC,5/17/1982
10,2013,Audie Cole,Vikings,13,North Carolina St.,6/1/1989
11,2013,Chris Cook,Vikings,12,Virginia,2/15/1987
12,2013,Larry Dean,Vikings,16,Valdosta St.,8/7/1988
13,2013,Rhett Ellison,Vikings,11,USC,10/3/1988
14,2013,Fred Evans,Vikings,14,Texas St.,11/6/1983
15,2013,Jerome Felton,Vikings,13,Furman,7/3/1986
16,2013,Sharrif Floyd,Vikings,16,Florida,5/28/1992
17,2013,Chase Ford,Vikings,9,Miami (FL),7/19/1990
18,2013,Josh Freeman,Vikings,1,Kansas St.,1/13/1988
19,2013,Brandon Fusco,Vikings,15,Slippery Rock,7/26/1988
20,2013,Toby Gerhart,Vikings,14,Stanford,3/28/1987
21,2013,Chad Greenway,Vikings,16,Iowa,1/12/1983
22,2013,Everson Griffen,Vikings,16,USC,12/22/1987
23,2013,Letroy Guion,Vikings,13,Florida St.,6/21/1987
24,2013,Erin Henderson,Vikings,14,Maryland,7/1/1986
25,2013,Gerald Hodges,Vikings,11,Penn St.,1/17/1991
26,2013,A.J. Jefferson,Vikings,10,Fresno St.,4/4/1988
27,2013,Greg Jennings,Vikings,15,Western Michigan,9/21/1983
28,2013,Charlie Johnson,Vikings,15,Oklahoma St.,5/2/1984
29,2013,Matt Kalil,Vikings,16,USC,7/6/1989
30,2013,Zach Line,Vikings,3,SMU,4/26/1990
31,2013,Phil Loadholt,Vikings,15,Oklahoma,1/21/1986
32,2013,Jeff Locke,Vikings,16,UCLA,9/27/1989
33,2013,Cullen Loeffler,Vikings,16,Texas,1/27/1981
34,2013,Michael Mauti,Vikings,14,Penn St.,1/19/1990
35,2013,Marvin Mitchell,Vikings,16,Tennessee,10/21/1984
36,2013,Cordarrelle Patterson,Vikings,16,Tennessee,3/17/1991
37,2013,Adrian Peterson,Vikings,14,Oklahoma,3/21/1985
38,2013,Christian Ponder,Vikings,9,Florida St.,2/25/1988
39,2013,Shaun Prater,Vikings,8,Iowa,10/27/1989
40,2013,Mistral Raymond,Vikings,12,South Florida,9/7/1987
41,2013,Xavier Rhodes,Vikings,13,Florida St.,6/19/1990
42,2013,Josh Robinson,Vikings,10,Central Florida,1/8/1991
43,2013,Brian Robison,Vikings,16,Texas,4/27/1983
44,2013,Kyle Rudolph,Vikings,8,Notre Dame,11/9/1989
45,2013,Jamarca Sanford,Vikings,13,Mississippi,8/27/1985
46,2013,Andrew Sendejo,Vikings,16,Rice,9/9/1987
47,2013,Marcus Sherels,Vikings,16,Minnesota,9/30/1987
48,2013,Jerome Simpson,Vikings,16,Coastal Carolina,2/4/1986
49,2013,Harrison Smith,Vikings,8,Notre Dame,2/2/1989
50,2013,Rodney Smith,Vikings,4,Florida St.,3/11/1990
51,2013,Robert Steeples,Vikings,2,Memphis,11/27/1989
52,2013,John Sullivan,Vikings,16,Notre Dame,8/8/1985
53,2013,Justin Trattou,Vikings,1,Florida,8/28/1988
54,2013,Blair Walsh,Vikings,16,Georgia,1/8/1990
55,2013,J'Marcus Webb,Vikings,8,"Texas,Navarro,West Texas A&M",8/8/1988
56,2013,Joe Webb,Vikings,16,Ala-Birmingham,11/14/1986
57,2013,Kevin Williams,Vikings,15,Oklahoma St.,8/16/1980
58,2013,Jarius Wright,Vikings,16,Arkansas,11/25/1989
59,2013,Team Total,Vikings,16,,
0,2014,Antoine Bethea,49ers,16,Howard,7/27/1984
1,2014,Desmond Bishop,49ers,2,California,7/24/1984
2,2014,Anquan Boldin,49ers,16,Florida St.,10/3/1980
3,2014,Alex Boone,49ers,15,Ohio St.,5/4/1987
4,2014,Chris Borland,49ers,14,Wisconsin,4/2/1991
5,2014,Tramaine Brock,49ers,3,"Mississippi Gulf Coast CC,Minnesota,Belhaven",8/20/1988
6,2014,Ahmad Brooks,49ers,13,Virginia,3/14/1984
7,2014,Tank Carradine,49ers,9,Florida St.,2/18/1990
8,2014,Derek Carrier,49ers,11,Beloit,7/25/1990
9,2014,Garrett Celek,49ers,3,Michigan St.,5/29/1988
10,2014,Asante Cleveland,49ers,6,Miami (FL),3/21/1992
11,2014,Chris Cook,49ers,6,Virginia,2/15/1987
12,2014,Perrish Cox,49ers,15,Oklahoma St.,1/10/1987
13,2014,Michael Crabtree,49ers,16,Texas Tech,9/14/1987
14,2014,Marcus Cromartie,49ers,3,Wisconsin,12/3/1990
15,2014,Chris Culliver,49ers,14,South Carolina,8/17/1988
16,2014,Craig Dahl,49ers,16,North Dakota St.,6/17/1985
17,2014,Anthony Davis,49ers,7,Rutgers,10/11/1989
18,2014,Vernon Davis,49ers,14,Maryland,1/31/1984
19,2014,Phil Dawson,49ers,16,Texas,1/23/1975
20,2014,Quinton Dial,49ers,14,"East Mississippi CC,Alabama",7/21/1990
21,2014,Demarcus Dobbs,49ers,6,Georgia,11/30/1987
22,2014,Bruce Ellington,49ers,13,South Carolina,8/22/1991
23,2014,Dillon Farrell,49ers,8,New Mexico,9/7/1990
24,2014,Blaine Gabbert,49ers,1,Missouri,10/15/1989
25,2014,Frank Gore,49ers,16,Miami (FL),5/14/1983
26,2014,Trindon Holliday,49ers,1,LSU,4/27/1986
27,2014,Carlos Hyde,49ers,14,Ohio St.,9/20/1990
28,2014,Mike Iupati,49ers,15,Idaho,5/12/1987
29,2014,LaMichael James,49ers,1,Oregon,10/22/1989
30,2014,Tony Jerod-Eddie,49ers,16,Texas A&M,3/29/1990
31,2014,Dontae Johnson,49ers,16,North Carolina St.,12/1/1991
32,2014,Steve Johnson,49ers,13,Kentucky,11/28/1986
33,2014,Colin Kaepernick,49ers,16,Nevada,11/3/1987
34,2014,Daniel Kilgore,49ers,7,Appalachian St.,12/18/1987
35,2014,Andy Lee,49ers,16,Pittsburgh,8/11/1982
36,2014,Corey Lemonier,49ers,16,Auburn,11/19/1991
37,2014,Brandon Lloyd,49ers,14,Illinois,7/5/1981
38,2014,Joe Looney,49ers,15,Wake Forest,8/31/1990
39,2014,Aaron Lynch,49ers,16,South Florida,2/8/1993
40,2014,Jonathan Martin,49ers,15,Stanford,12/28/1989
41,2014,Marcus Martin,49ers,8,USC,11/29/1993
42,2014,L.J. McCray,49ers,14,Catawba,6/18/1991
43,2014,Ray McDonald,49ers,14,Florida,9/20/1984
44,2014,Vance McDonald,49ers,8,Rice,6/13/1990
45,2014,Leon McFadden,49ers,7,San Diego St.,10/26/1990
46,2014,Bruce Miller,49ers,16,Central Florida,8/6/1987
47,2014,Nick Moody,49ers,16,Florida St.,1/29/1990
48,2014,Kyle Nelson,49ers,16,New Mexico St.,10/3/1986
49,2014,Kassim Osgood,49ers,13,San Diego St.,5/20/1980
