,Year,G,Player,BirthDate,College,From,To,Active,Transactions
9984,2008,13,Jason Jefferson,12/20/1981,Wisconsin,Bills,Falcons,False,1
9985,1999,16,Jason Johnson,2/6/1974,Kansas St.,College,Colts,False,1
9986,2008,13,Jason Jones,5/23/1986,East. Michigan,College,Titans,False,1
9987,2012,12,Jason Jones,5/23/1986,East. Michigan,Titans,Seahawks,False,1
9988,2013,3,Jason Jones,5/23/1986,East. Michigan,Seahawks,Lions,False,1
9989,2016,14,Jason Jones,5/23/1986,East. Michigan,Lions,Dolphins,False,1
9990,1999,0,Jason Kaiser,11/9/1973,Culver-Stockton,College,Cowboys,False,1
9991,2011,16,Jason Kelce,11/5/1987,Cincinnati,College,Eagles,False,1
9992,2000,2,Jason Kyle,5/12/1972,Arizona St.,College,49ers,False,1
9993,2001,16,Jason Kyle,5/12/1972,Arizona St.,49ers,Panthers,False,1
9994,2009,16,Jason Kyle,5/12/1972,Arizona St.,Panthers,Saints,False,1
9995,2002,5,Jason Lamar,11/10/1978,Toledo,College,Texans,False,1
9996,1999,15,Jason Layman,7/29/1973,Tennessee,College,Titans,False,1
9997,1999,5,Jason Mathews,2/9/1971,"BYU,Texas A&M",College,Titans,False,1
9998,2002,9,Jason McAddley,7/28/1979,Alabama,College,Cardinals,False,1
9999,2004,11,Jason McAddley,7/28/1979,Alabama,Cardinals,Titans,False,1
10000,2005,12,Jason McAddley,7/28/1979,Alabama,Titans,49ers,False,1
10001,2009,15,Jason McCourty,8/13/1987,Rutgers,College,Titans,False,1
10002,2017,14,Jason McCourty,8/13/1987,Rutgers,Titans,Browns,False,1
10003,2018,16,Jason McCourty,8/13/1987,Rutgers,Browns,Patriots,False,1
10004,2021,7,Jason McCourty,8/13/1987,Rutgers,Patriots,Dolphins,False,1
10005,2002,1,Jason McKie,5/22/1980,Temple,College,Cowboys,False,1
10006,2003,6,Jason McKie,5/22/1980,Temple,Cowboys,Bears,False,1
10007,1999,6,Jason Moore,1/15/1976,San Diego St.,College,Broncos,False,1
10008,2000,3,Jason Moore,1/15/1976,San Diego St.,49ers,Packers,False,1
10009,2000,5,Jason Moore,1/15/1976,San Diego St.,Broncos,49ers,False,1
10010,2002,9,Jason Moore,1/15/1976,San Diego St.,Packers,49ers,False,1
10011,2019,10,Jason Moore,6/23/1995,Findlay,College,Chargers,False,1
10012,2015,16,Jason Myers,5/12/1991,Marist,College,Jaguars,False,1
10013,2018,16,Jason Myers,5/12/1991,Marist,Jaguars,Jets,False,1
10014,2019,16,Jason Myers,5/12/1991,Marist,Jets,Seahawks,False,1
10015,1999,3,Jason Odom,3/31/1974,Florida,College,Buccaneers,False,1
10016,1999,16,Jason Perry,8/1/1976,North Carolina St.,College,Chargers,False,1
10017,2002,2,Jason Perry,8/1/1976,North Carolina St.,Chargers,Bengals,False,1
10018,2002,3,Jason Perry,8/1/1976,North Carolina St.,Bengals,Vikings,False,1
10019,1999,9,Jason Peter,9/13/1974,Nebraska,College,Panthers,False,1
10020,2004,5,Jason Peters,1/22/1982,Arkansas,College,Bills,False,1
10021,2009,15,Jason Peters,1/22/1982,Arkansas,Bills,Eagles,False,1
10022,2021,15,Jason Peters,1/22/1982,Arkansas,Eagles,Bears,False,1
10023,2022,12,Jason Peters,1/22/1982,Arkansas,Bears,Cowboys,False,1
10024,2010,9,Jason Phillips,2/14/1986,TCU,College,Ravens,False,1
10025,2011,4,Jason Phillips,2/14/1986,TCU,Ravens,Panthers,False,1
10026,2010,16,Jason Pierre-Paul,1/1/1989,"College of the Canyons (CA),South Florida",College,Giants,False,1
10027,2018,16,Jason Pierre-Paul,1/1/1989,"College of the Canyons (CA),South Florida",Giants,Buccaneers,False,1
10028,2022,14,Jason Pierre-Paul,1/1/1989,"College of the Canyons (CA),South Florida",Buccaneers,Ravens,False,1
10029,2011,16,Jason Pinkston,9/5/1987,Pittsburgh,College,Browns,False,1
10030,2021,12,Jason Pinnock,6/30/1999,Pittsburgh,College,Jets,False,1
10031,2022,14,Jason Pinnock,6/30/1999,Pittsburgh,Jets,Giants,False,1
10032,2007,4,Jason Pociask,2/9/1983,Wisconsin,College,Jets,False,1
10033,2006,5,Jason Rader,4/12/1981,"Georgia,Marshall",College,Dolphins,False,1
10034,2008,6,Jason Rader,4/12/1981,"Georgia,Marshall",Dolphins,Falcons,False,1
10035,2018,16,Jason Sanders,11/16/1995,New Mexico,College,Dolphins,False,1
10036,1999,10,Jason Sehorn,4/15/1971,USC,College,Giants,False,1
10037,2003,10,Jason Sehorn,4/15/1971,USC,Giants,Rams,False,1
10038,2008,3,Jason Shirley,9/30/1985,Fresno St.,College,Bengals,False,1
10039,2011,4,Jason Shirley,9/30/1985,Fresno St.,Bengals,Panthers,False,1
10040,2004,1,Jason Shivers,11/4/1982,Arizona St.,College,Bears,False,1
10041,2004,11,Jason Short,7/15/1978,East. Michigan,College,Eagles,False,1
10042,1999,16,Jason Simmons,3/30/1976,Arizona St.,College,Steelers,False,1
10043,2002,15,Jason Simmons,3/30/1976,Arizona St.,Steelers,Texans,False,1
10044,2009,8,Jason Smith,4/30/1986,Baylor,College,Rams,False,1
10045,2012,16,Jason Smith,4/30/1986,Baylor,Rams,Jets,False,1
10046,2007,7,Jason Snelling,12/29/1983,Virginia,College,Falcons,False,1
10047,2006,14,Jason Spitz,12/19/1982,Louisville,College,Packers,False,1
10048,2011,10,Jason Spitz,12/19/1982,Louisville,Packers,Jaguars,False,1
10049,2016,16,Jason Spriggs,5/17/1994,Indiana,College,Packers,False,1
10050,2020,8,Jason Spriggs,5/17/1994,Indiana,Packers,Bears,False,1
10051,2021,15,Jason Spriggs,5/17/1994,Indiana,Bears,Falcons,False,1
10052,2000,2,Jason Starkey,7/15/1977,Marshall,College,Cardinals,False,1
10053,2004,0,Jason Stewart,11/14/1980,Fresno St.,College,Colts,False,1
10054,2020,8,Jason Strowbridge,9/10/1996,North Carolina,College,Dolphins,False,1
10055,1999,5,Jason Suttle,12/2/1974,Wisconsin,College,Broncos,False,1
10056,2001,1,Jason Suttle,12/2/1974,Wisconsin,Broncos,49ers,False,1
10057,1999,15,Jason Taylor,9/1/1974,Akron,College,Dolphins,False,1
10058,2008,13,Jason Taylor,9/1/1974,Akron,Dolphins,Commanders,False,1
10059,2009,16,Jason Taylor,9/1/1974,Akron,Commanders,Dolphins,False,1
10060,2010,16,Jason Taylor,9/1/1974,Akron,Dolphins,Jets,False,1
10061,2011,16,Jason Taylor,9/1/1974,Akron,Jets,Dolphins,False,1
10062,2023,1,Jason Taylor,12/30/1999,Oklahoma St.,College,Rams,True,1
10063,2002,13,Jason Thomas,7/10/1977,"South Carolina,Hampton",College,Ravens,False,1
10064,2007,6,Jason Trusnik,6/6/1984,Ohio Northern,College,Jets,False,1
10065,2009,4,Jason Trusnik,6/6/1984,Ohio Northern,Browns,Jets,False,1
10066,2009,12,Jason Trusnik,6/6/1984,Ohio Northern,Jets,Browns,False,1
10067,2010,16,Jason Trusnik,6/6/1984,Ohio Northern,Jets,Browns,False,1
10068,2011,16,Jason Trusnik,6/6/1984,Ohio Northern,Browns,Dolphins,False,1
10069,2015,8,Jason Trusnik,6/6/1984,Ohio Northern,Dolphins,Vikings,False,1
10070,2016,3,Jason Trusnik,6/6/1984,Ohio Northern,Vikings,Saints,False,1
10071,1999,15,Jason Tucker,6/24/1976,TCU,College,Cowboys,False,1
10072,2017,4,Jason Vander Laan,9/22/1992,Ferris St.,College,Colts,False,1
10073,2019,2,Jason Vander Laan,9/22/1992,Ferris St.,Colts,Saints,False,1
10074,2013,2,Jason Vega,5/30/1987,Northeastern,College,Cowboys,False,1
10075,2014,6,Jason Verrett,6/18/1991,TCU,College,Chargers,False,1
10076,2019,1,Jason Verrett,6/18/1991,TCU,Chargers,49ers,False,1
10077,2000,16,Jason Webster,9/8/1977,Texas A&M,College,49ers,False,1
10078,2004,10,Jason Webster,9/8/1977,Texas A&M,49ers,Falcons,False,1
10079,2007,1,Jason Webster,9/8/1977,Texas A&M,Falcons,Bills,False,1
10080,2008,3,Jason Webster,9/8/1977,Texas A&M,Bills,Patriots,False,1
10081,1999,16,Jason Whittle,3/7/1975,Missouri State,College,Giants,False,1
10082,2003,16,Jason Whittle,3/7/1975,Missouri State,Giants,Buccaneers,False,1
10083,2004,16,Jason Whittle,3/7/1975,Missouri State,Buccaneers,Giants,False,1
10084,2006,16,Jason Whittle,3/7/1975,Missouri State,Giants,Vikings,False,1
10085,2007,3,Jason Whittle,3/7/1975,Missouri State,Vikings,Bills,False,1
10086,2009,5,Jason Williams,4/23/1986,Western Illinois,College,Cowboys,False,1
10087,2010,4,Jason Williams,4/23/1986,Western Illinois,Cowboys,Panthers,False,1
10088,2012,2,Jason Williams,4/23/1986,Western Illinois,Panthers,Eagles,False,1
10089,2012,5,Jason Williams,4/23/1986,Western Illinois,Eagles,Panthers,False,1
10090,2014,3,Jason Williams,4/23/1986,Western Illinois,Panthers,Buccaneers,False,1
10091,2014,11,Jason Williams,4/23/1986,Western Illinois,Buccaneers,Panthers,False,1
10092,2004,1,Jason Willis,7/26/1981,Oregon,College,Seahawks,False,1
10093,1999,12,Jason Wiltz,11/23/1976,Nebraska,College,Jets,False,1
10094,2003,15,Jason Witten,5/6/1982,Tennessee,College,Cowboys,False,1
10095,2020,16,Jason Witten,5/6/1982,Tennessee,Cowboys,Raiders,False,1
10096,2010,14,Jason Worilds,3/3/1988,Virginia Tech,College,Steelers,False,1
10097,2004,2,Jason Wright,7/12/1982,Northwestern,College,Falcons,False,1
10098,2005,3,Jason Wright,7/12/1982,Northwestern,Falcons,Browns,False,1
10099,2009,16,Jason Wright,7/12/1982,Northwestern,Browns,Cardinals,False,1
10100,2009,16,Jasper Brinkley,7/12/1985,South Carolina,College,Vikings,False,1
10101,2013,15,Jasper Brinkley,7/12/1985,South Carolina,Vikings,Cardinals,False,1
10102,2014,16,Jasper Brinkley,7/12/1985,South Carolina,Cardinals,Vikings,False,1
10103,2015,15,Jasper Brinkley,7/12/1985,South Carolina,Vikings,Giants,False,1
10104,2016,12,Jatavis Brown,2/18/1994,Akron,College,Chargers,False,1
10105,2021,16,Jauan Jennings,7/10/1997,Tennessee,College,49ers,False,1
10106,2021,1,Javaris Davis,12/26/1996,Auburn,College,Dolphins,False,1
10107,2010,10,Javarris James,9/18/1987,Miami (FL),College,Colts,False,1
10108,2009,4,Javarris Williams,4/8/1986,Tennessee St.,College,Chiefs,False,1
10109,2020,11,Javelin Guidry,8/6/1998,Utah,College,Jets,True,1
10110,2022,4,Javelin Guidry,8/6/1998,Utah,Jets,Raiders,True,1
10111,2023,0,Javelin Guidry,8/6/1998,Utah,Raiders,Jets,True,1
10112,2016,6,Javien Elliott,7/18/1993,Florida St.,College,Buccaneers,False,1
10113,2019,16,Javien Elliott,7/18/1993,Florida St.,Buccaneers,Panthers,False,1
10114,2010,16,Javier Arenas,10/28/1987,Alabama,College,Chiefs,False,1
10115,2013,16,Javier Arenas,10/28/1987,Alabama,Chiefs,Cardinals,False,1
10116,2014,6,Javier Arenas,10/28/1987,Alabama,Cardinals,Falcons,False,1
10117,2002,9,Javier Collins,4/13/1978,Northwestern,College,Cowboys,False,1
10118,2002,12,Javin Hunter,5/9/1980,Notre Dame,College,Ravens,False,1
10119,2020,4,Javin White,2/21/1997,UNLV,College,Raiders,False,1
10120,2021,1,Javin White,2/21/1997,UNLV,Raiders,Jets,False,1
10121,2021,1,Javin White,2/21/1997,UNLV,Jets,Raiders,False,1
10122,2020,0,Javon Hagan,2/22/1997,Ohio,College,Buccaneers,False,1
10123,2016,15,Javon Hargrave,2/7/1993,South Carolina St.,College,Steelers,True,1
10124,2020,15,Javon Hargrave,2/7/1993,South Carolina St.,Steelers,Eagles,True,1
10125,2023,6,Javon Hargrave,2/7/1993,South Carolina St.,Eagles,49ers,True,1
10126,2020,14,Javon Kinlaw,10/3/1997,South Carolina,College,49ers,False,1
10127,2020,1,Javon Leake,8/1/1998,Maryland,College,Commanders,False,1
10128,2020,1,Javon Patterson,7/8/1997,Mississippi,College,Browns,False,1
10129,2009,7,Javon Ringer,2/2/1987,Michigan St.,College,Titans,False,1
10130,2002,15,Javon Walker,10/14/1978,Florida St.,College,Packers,False,1
10131,2006,16,Javon Walker,10/14/1978,Florida St.,Packers,Broncos,False,1
10132,2008,8,Javon Walker,10/14/1978,Florida St.,Broncos,Raiders,False,1
10133,2018,4,Javon Wims,9/11/1994,Georgia,College,Bears,False,1
10134,2022,1,Javon Wims,9/11/1994,Georgia,Bears,Cardinals,False,1
10135,2021,17,Javonte Williams,4/25/2000,North Carolina,College,Broncos,False,1
10136,2015,8,Javontee Herndon,6/29/1991,Arkansas,College,Chargers,False,1
10137,2002,8,Javor Mills,5/11/1979,Auburn,College,Jaguars,False,1
10138,2015,16,Javorius Allen,8/27/1991,USC,College,Ravens,False,1
10139,2019,10,Javorius Allen,8/27/1991,USC,Ravens,Giants,False,1
10140,2019,16,Jawaan Taylor,11/25/1997,Florida,College,Jaguars,True,1
10141,2023,6,Jawaan Taylor,11/25/1997,Florida,Jaguars,Chiefs,True,1
10142,2013,2,Jawanza Starling,6/21/1991,USC,College,Texans,False,1
10143,2018,7,Jawill Davis,4/6/1995,Bethune-Cookman,College,Giants,False,1
10144,2023,5,Jaxon Smith-Njigba,2/14/2002,Ohio St.,College,Seahawks,True,1
10145,2015,9,Jay Ajayi,6/15/1993,Boise St.,College,Dolphins,False,1
10146,2017,7,Jay Ajayi,6/15/1993,Boise St.,Dolphins,Eagles,False,1
10147,2007,16,Jay Alford,5/28/1983,Penn St.,College,Giants,False,1
10148,2010,4,Jay Alford,5/28/1983,Penn St.,Giants,Raiders,False,1
10149,1999,16,Jay Bellamy,7/8/1972,Rutgers,College,Seahawks,False,1
10150,2001,16,Jay Bellamy,7/8/1972,Rutgers,Seahawks,Saints,False,1
10151,2014,8,Jay Bromley,5/28/1992,Syracuse,College,Giants,False,1
10152,2018,2,Jay Bromley,5/28/1992,Syracuse,Giants,Saints,False,1
10153,2006,5,Jay Cutler,4/29/1983,Vanderbilt,College,Broncos,False,1
10154,2009,16,Jay Cutler,4/29/1983,Vanderbilt,Broncos,Bears,False,1
10155,2017,14,Jay Cutler,4/29/1983,Vanderbilt,Bears,Dolphins,False,1
10156,2001,16,Jay Feely,5/23/1976,Michigan,College,Falcons,False,1
10157,2005,16,Jay Feely,5/23/1976,Michigan,Falcons,Giants,False,1
10158,2007,16,Jay Feely,5/23/1976,Michigan,Giants,Dolphins,False,1
10159,2008,15,Jay Feely,5/23/1976,Michigan,Dolphins,Jets,False,1
10160,2010,16,Jay Feely,5/23/1976,Michigan,Jets,Cardinals,False,1
10161,2014,4,Jay Feely,5/23/1976,Michigan,Cardinals,Bears,False,1
10162,1999,7,Jay Fiedler,12/29/1971,Dartmouth,College,Jaguars,False,1
10163,2000,15,Jay Fiedler,12/29/1971,Dartmouth,Jaguars,Dolphins,False,1
10164,2005,2,Jay Fiedler,12/29/1971,Dartmouth,Dolphins,Jets,False,1
10165,1999,7,Jay Foreman,2/18/1976,Nebraska,College,Bills,False,1
10166,2002,16,Jay Foreman,2/18/1976,Nebraska,Bills,Texans,False,1
10167,2005,1,Jay Foreman,2/18/1976,Nebraska,Texans,Giants,False,1
10168,2006,2,Jay Foreman,2/18/1976,Nebraska,Giants,49ers,False,1
10169,1999,4,Jay Graham,7/14/1975,Tennessee,College,Ravens,False,1
10170,2001,11,Jay Graham,7/14/1975,Tennessee,Ravens,Seahawks,False,1
10171,2002,3,Jay Graham,7/14/1975,Tennessee,Seahawks,Packers,False,1
10172,1999,14,Jay Leeuwenburg,6/18/1969,Colorado,College,Bengals,False,1
10173,2000,16,Jay Leeuwenburg,6/18/1969,Colorado,Bengals,Commanders,False,1
10174,2014,16,Jay Prosch,8/21/1992,Auburn,College,Texans,False,1
10175,2005,4,Jay Ratliff,8/29/1981,Auburn,College,Cowboys,False,1
10176,2013,5,Jay Ratliff,8/29/1981,Auburn,Cowboys,Bears,False,1
10177,2007,16,Jay Richardson,1/27/1984,Ohio St.,College,Raiders,False,1
10178,2010,7,Jay Richardson,1/27/1984,Ohio St.,Raiders,Seahawks,False,1
10179,2013,4,Jay Richardson,1/27/1984,Ohio St.,Seahawks,Saints,False,1
10180,1999,14,Jay Riemersma,5/17/1973,Michigan,College,Bills,False,1
10181,2003,11,Jay Riemersma,5/17/1973,Michigan,Bills,Steelers,False,1
10182,2012,1,Jay Ross,10/3/1987,East Carolina,College,Bills,False,1
10183,2000,5,Jay Tant,12/4/1977,Northwestern,College,Cardinals,False,1
10184,2004,5,Jay Taylor,10/23/1976,West Virginia,College,Buccaneers,False,1
10185,2021,4,Jay Tufele,7/25/1999,USC,College,Jaguars,False,1
10186,2022,7,Jay Tufele,7/25/1999,USC,Jaguars,Bengals,False,1
10187,2023,6,Jay Ward,7/13/2000,LSU,College,Vikings,True,1
10188,1999,16,Jay Williams,10/13/1971,Wake Forest,College,Rams,False,1
10189,2000,16,Jay Williams,10/13/1971,Wake Forest,Rams,Panthers,False,1
10190,2002,16,Jay Williams,10/13/1971,Wake Forest,Panthers,Dolphins,False,1
10191,2021,3,Jaycee Horn,11/26/1999,South Carolina,College,Panthers,False,1
10192,2022,1,Jayden Peevy,9/3/1999,Texas A&M,College,Titans,False,1
10193,2023,5,Jayden Reed,4/28/2000,"Western Michigan,Michigan St.",College,Packers,True,1
10194,2017,10,Jaydon Mickens,4/21/1994,Washington,College,Jaguars,False,1
10195,2019,1,Jaydon Mickens,4/21/1994,Washington,Jaguars,Buccaneers,False,1
10196,2021,6,Jaydon Mickens,4/21/1994,Washington,Buccaneers,Jaguars,False,1
10197,2012,2,Jaye Howard,12/20/1988,Florida,College,Seahawks,False,1
10198,2013,3,Jaye Howard,12/20/1988,Florida,Seahawks,Chiefs,False,1
10199,2017,6,Jaylen Hill,5/26/1994,Jacksonville St.,College,Ravens,False,1
10200,2018,14,Jaylen Samuels,7/20/1996,North Carolina St.,College,Steelers,False,1
10201,2021,3,Jaylen Samuels,7/20/1996,North Carolina St.,Steelers,Texans,False,1
10202,2021,16,Jaylen Waddle,11/25/1998,Alabama,College,Dolphins,False,1
10203,2022,16,Jaylen Warren,11/1/1998,"Snow College (UT),Utah St.,Oklahoma St.",College,Steelers,False,1
10204,2014,4,Jaylen Watkins,11/27/1991,Florida,College,Eagles,False,1
10205,2019,14,Jaylen Watkins,11/27/1991,Florida,Eagles,Chargers,False,1
10206,2022,16,Jaylen Watson,9/17/1998,"Washington St.,Ventura College",College,Chiefs,False,1
10207,2020,12,Jaylinn Hawkins,8/25/1997,California,College,Falcons,True,1
10208,2023,0,Jaylinn Hawkins,8/25/1997,California,Falcons,Chargers,True,1
10209,2019,14,Jaylon Ferguson,12/14/1995,Louisiana Tech,College,Ravens,False,1
10210,2020,13,Jaylon Johnson,4/19/1999,Utah,College,Bears,False,1
10211,2022,16,Jaylon Jones,10/14/1997,Mississippi,College,Bears,False,1
10212,2023,6,Jaylon Jones,4/3/2002,Texas A&M,College,Colts,True,1
10213,2021,7,Jaylon Moore,1/9/1998,Western Michigan,College,49ers,False,1
10214,2023,0,Jaylon Moore,7/1/1997,UT Martin,College,Jaguars,True,1
10215,2017,16,Jaylon Smith,6/14/1995,Notre Dame,College,Cowboys,True,1
10216,2021,2,Jaylon Smith,6/14/1995,Notre Dame,Giants,Packers,True,1
10217,2021,4,Jaylon Smith,6/14/1995,Notre Dame,Cowboys,Giants,True,1
10218,2022,13,Jaylon Smith,6/14/1995,Notre Dame,Packers,Giants,True,1
10219,2023,0,Jaylon Smith,6/14/1995,Notre Dame,Giants,Saints,True,1
10220,2009,6,Jaymar Johnson,7/10/1984,Jackson St.,College,Vikings,False,1
10221,2011,1,Jaymar Johnson,7/10/1984,Jackson St.,Vikings,Cardinals,False,1
10222,2006,13,Jayme Mitchell,3/15/1984,Mississippi,College,Vikings,False,1
10223,2011,14,Jayme Mitchell,3/15/1984,Mississippi,Vikings,Browns,False,1
10224,2017,16,Jayon Brown,2/26/1995,UCLA,College,Titans,False,1
10225,2022,8,Jayon Brown,2/26/1995,UCLA,Titans,Raiders,False,1
10226,2012,12,Jayron Hosley,9/18/1990,Virginia Tech,College,Giants,False,1
10227,2016,16,Jayron Kearse,2/11/1994,Clemson,College,Vikings,False,1
10228,2020,11,Jayron Kearse,2/11/1994,Clemson,Vikings,Lions,False,1
10229,2021,16,Jayron Kearse,2/11/1994,Clemson,Lions,Cowboys,False,1
10230,2014,13,Jayrone Elliott,11/11/1991,Toledo,College,Packers,False,1
10231,2017,1,Jayrone Elliott,11/11/1991,Toledo,Packers,Cowboys,False,1
10232,2019,5,Jayrone Elliott,11/11/1991,Toledo,Cowboys,Steelers,False,1
10233,2013,16,Jayson DiManche,9/22/1990,Southern Illinois,College,Bengals,False,1
10234,2015,1,Jayson DiManche,9/22/1990,Southern Illinois,Bengals,Browns,False,1
10235,2020,8,Jayson Stanley,4/24/1997,Georgia,College,Seahawks,False,1
10236,1999,16,Je'Rod Cherry,5/30/1973,California,College,Saints,False,1
10237,2000,13,Je'Rod Cherry,5/30/1973,California,Saints,Eagles,False,1
10238,2001,16,Je'Rod Cherry,5/30/1973,California,Eagles,Patriots,False,1
10239,2015,1,Je'Ron Hamm,6/15/1992,La-Monroe,College,Commanders,False,1
10240,2016,5,Je'Ron Hamm,6/15/1992,La-Monroe,Commanders,49ers,False,1
10241,2000,16,Jean-Phillipe Darche,2/28/1975,McGill,College,Seahawks,False,1
10242,2007,16,Jean-Phillipe Darche,2/28/1975,McGill,Seahawks,Chiefs,False,1
10243,2002,3,Jeb Putzier,1/20/1979,Boise St.,College,Broncos,False,1
10244,2006,14,Jeb Putzier,1/20/1979,Boise St.,Broncos,Texans,False,1
10245,2008,2,Jeb Putzier,1/20/1979,Boise St.,Texans,Broncos,False,1
10246,2008,6,Jeb Putzier,1/20/1979,Boise St.,Broncos,Seahawks,False,1
10247,2004,4,Jeb Terry,4/10/1981,North Carolina,College,Buccaneers,False,1
10248,2011,16,Jed Collins,3/3/1986,Washington St.,College,Saints,False,1
10249,2014,16,Jed Collins,3/3/1986,Washington St.,Saints,Lions,False,1
10250,1999,16,Jed Weaver,8/11/1976,Oregon,College,Eagles,False,1
10251,2000,16,Jed Weaver,8/11/1976,Oregon,Eagles,Dolphins,False,1
10252,2003,16,Jed Weaver,8/11/1976,Oregon,Dolphins,49ers,False,1
10253,2004,10,Jed Weaver,8/11/1976,Oregon,49ers,Patriots,False,1
10254,2020,15,Jedrick Wills Jr.,5/17/1999,Alabama,College,Browns,False,1
10255,2014,2,Jeff Adams,9/6/1989,Columbia,College,Texans,False,1
10256,2012,16,Jeff Allen,1/8/1990,Illinois,College,Chiefs,False,1
10257,2016,14,Jeff Allen,1/8/1990,Illinois,Chiefs,Texans,False,1
10258,2018,10,Jeff Allen,1/8/1990,Illinois,Texans,Chiefs,False,1
10259,2013,4,Jeff Baca,1/10/1990,UCLA,College,Vikings,False,1
10260,2001,16,Jeff Backus,9/21/1977,Michigan,College,Lions,False,1
10261,2020,3,Jeff Badet,8/2/1994,"Kentucky,Oklahoma",College,Commanders,False,1
10262,1999,16,Jeff Blackshear,3/29/1969,"Northwest Mississippi CC,La-Monroe",College,Ravens,False,1
10263,2000,16,Jeff Blackshear,3/29/1969,"Northwest Mississippi CC,La-Monroe",Ravens,Chiefs,False,1
10264,2002,1,Jeff Blackshear,3/29/1969,"Northwest Mississippi CC,La-Monroe",Chiefs,Packers,False,1
10265,1999,14,Jeff Blake,12/4/1970,East Carolina,College,Bengals,False,1
10266,2000,11,Jeff Blake,12/4/1970,East Carolina,Bengals,Saints,False,1
10267,2002,11,Jeff Blake,12/4/1970,East Carolina,Saints,Ravens,False,1
10268,2003,13,Jeff Blake,12/4/1970,East Carolina,Ravens,Cardinals,False,1
10269,2004,3,Jeff Blake,12/4/1970,East Carolina,Cardinals,Eagles,False,1
10270,2005,2,Jeff Blake,12/4/1970,East Carolina,Eagles,Bears,False,1
10271,1999,3,Jeff Brady,11/9/1968,Kentucky,College,Colts,False,1
10272,1999,7,Jeff Buckey,8/7/1974,Stanford,College,49ers,False,1
10273,1999,16,Jeff Burris,6/7/1972,Notre Dame,College,Colts,False,1
10274,2002,16,Jeff Burris,6/7/1972,Notre Dame,Colts,Bengals,False,1
10275,2012,14,Jeff Byers,9/7/1985,USC,College,Panthers,False,1
10276,2002,6,Jeff Chandler,6/18/1979,Florida,College,49ers,False,1
10277,2004,2,Jeff Chandler,6/18/1979,Florida,Commanders,Panthers,False,1
10278,2004,3,Jeff Chandler,6/18/1979,Florida,49ers,Commanders,False,1
10279,2007,13,Jeff Charleston,1/19/1983,Idaho St.,College,Colts,False,1
10280,2008,10,Jeff Charleston,1/19/1983,Idaho St.,Colts,Saints,False,1
10281,1999,16,Jeff Christy,2/3/1969,Pittsburgh,College,Vikings,False,1
10282,2000,16,Jeff Christy,2/3/1969,Pittsburgh,Vikings,Buccaneers,False,1
10283,2021,1,Jeff Cotton,4/17/1997,Idaho,College,Jaguars,False,1
10284,2010,1,Jeff Cumberland,5/2/1987,Illinois,College,Jets,False,1
10285,2017,7,Jeff Cumberland,5/2/1987,Illinois,Jets,Chargers,False,1
